Ti:,A_X:,A_Y:,A_Z:,R_X:,R_Y:,R_Z:,H:,Vin:,Temp:,Pressure:,
25246.00,20.66,1.61,13.27,-3.91,3.93,0.78,-19.40,7.64,21.76,1010.29,
25251.00,12.35,-1.69,13.00,-3.05,2.87,-0.84,-19.40,7.64,21.76,1010.29,
25255.00,-5.12,-2.56,10.14,-2.55,0.26,-1.64,-19.40,7.64,21.76,1010.29,
25259.00,-1.53,-7.28,7.31,-2.38,-1.36,-0.76,-19.40,7.64,21.76,1010.29,
25263.00,12.70,-9.82,7.96,-1.85,0.05,0.42,-19.40,7.64,21.76,1010.29,
25267.00,16.12,-9.82,8.61,-1.48,0.52,0.68,-19.40,7.64,21.76,1010.29,
25276.00,8.71,-3.61,3.26,-0.72,1.42,-0.44,-19.40,7.64,21.76,1010.29,
25279.00,4.99,-3.55,2.78,-0.62,1.44,-0.38,-19.40,7.64,21.76,1010.29,
25283.00,8.67,-4.86,5.05,-0.47,1.21,-0.24,-19.40,7.64,21.76,1010.29,
25286.00,9.66,-7.18,7.28,-0.29,1.00,-0.42,-19.40,7.64,21.76,1010.29,
25290.00,9.71,-9.08,4.88,-0.12,0.75,-0.34,-19.40,7.64,21.76,1010.29,
25293.00,6.48,-8.46,2.09,-0.02,0.77,-0.34,-19.40,7.64,21.76,1010.29,
25297.00,8.73,-8.40,1.16,0.12,0.78,-0.18,-19.40,7.64,21.76,1010.29,
25303.00,13.91,-5.11,2.13,0.07,0.60,-0.12,-19.40,7.64,21.76,1010.29,
25306.00,12.04,-7.32,3.20,0.02,0.86,-0.13,-19.40,7.64,21.76,1010.29,
25310.00,7.65,-4.88,3.47,-0.04,0.90,-0.20,-19.40,7.64,21.76,1010.29,
25314.00,6.52,-5.03,4.04,0.07,0.83,-0.20,-19.40,7.64,21.76,1010.29,
25317.00,9.07,-8.75,3.93,0.08,0.54,-0.21,-19.40,7.64,21.76,1010.29,
25321.00,8.41,-7.59,3.67,0.04,0.51,-0.15,-19.40,7.64,21.76,1010.29,
25324.00,8.81,-5.83,3.98,0.03,0.62,-0.15,-19.40,7.64,21.76,1010.29,
25328.00,8.73,-5.89,4.18,0.02,0.54,-0.16,-19.40,7.64,21.76,1010.29,
25333.00,9.02,-3.97,3.13,0.00,0.43,-0.20,-19.40,7.64,21.76,1010.29,
25337.00,8.83,-3.67,1.91,-0.06,0.34,-0.21,-19.40,7.64,21.76,1010.29,
25340.00,10.18,-3.50,4.13,-0.09,0.27,-0.20,-19.40,7.64,21.76,1010.29,
25345.00,9.12,-2.96,4.48,-0.07,0.09,-0.19,-19.40,7.64,21.76,1010.29,
25348.00,9.20,-4.65,4.59,-0.09,0.04,-0.19,-19.40,7.64,21.76,1010.29,
25352.00,8.98,-5.94,3.02,-0.21,-0.25,-0.22,-19.40,7.64,21.76,1010.29,
25355.00,8.13,-8.19,3.17,-0.43,-0.51,-0.26,-19.40,7.64,21.76,1010.29,
25360.00,12.16,-7.74,-1.82,-0.94,-1.43,-0.40,-19.40,7.64,21.76,1010.29,
25364.00,13.28,-7.45,-1.39,-1.39,-1.03,-0.65,-19.40,7.64,21.76,1010.29,
25367.00,14.26,-5.06,1.51,-1.63,-0.56,-0.81,-19.40,7.64,21.76,1010.29,
25371.00,14.29,-1.80,4.11,-1.58,0.15,-1.10,-19.40,7.64,21.76,1010.29,
25375.00,10.08,-4.75,5.59,-1.32,0.07,-1.39,-19.40,7.64,21.76,1010.29,
25378.00,8.18,-5.03,6.07,-1.19,-0.17,-1.52,-19.40,7.64,21.76,1010.29,
25382.00,7.32,-1.88,5.01,-1.02,-0.17,-1.50,-19.40,7.64,21.76,1010.29,
25388.00,9.06,-0.03,4.02,-0.87,-0.26,-1.27,-19.40,7.64,21.76,1010.29,
25391.00,10.36,0.03,3.97,-0.97,-0.41,-1.08,-19.40,7.64,21.76,1010.29,
25395.00,10.01,-0.79,5.02,-0.96,-0.22,-0.97,-19.40,7.64,21.76,1010.29,
25398.00,8.92,0.05,5.74,-0.70,-0.25,-0.94,-19.40,7.64,21.76,1010.29,
25402.00,6.02,-0.08,5.99,-0.38,-0.20,-0.80,-19.40,7.64,21.76,1010.29,
25405.00,4.72,-0.61,5.79,-0.18,-0.11,-0.58,-19.40,7.64,21.76,1010.29,
25409.00,5.56,-0.36,4.46,0.01,-0.02,-0.24,-19.40,7.64,21.76,1010.29,
25414.00,8.42,-0.17,4.16,0.08,-0.12,0.06,-19.40,7.64,21.76,1010.29,
25417.00,9.86,-0.80,3.73,0.06,-0.21,0.18,-19.40,7.64,21.76,1010.29,
25421.00,9.53,-1.48,3.88,0.09,-0.22,0.24,-19.40,7.64,21.76,1010.29,
25424.00,8.61,-1.91,4.05,0.16,-0.25,0.31,-19.40,7.64,21.76,1010.29,
25428.00,8.57,-1.95,4.29,0.21,-0.28,0.37,-19.40,7.64,21.76,1010.29,
25433.00,9.08,-2.00,4.27,0.27,-0.33,0.45,-19.40,7.64,21.76,1010.29,
25436.00,9.84,-2.17,4.07,0.34,-0.35,0.48,-19.40,7.64,21.76,1010.29,
25440.00,9.93,-2.30,4.14,0.39,-0.36,0.49,-19.40,7.64,21.76,1010.29,
25445.00,10.42,-2.68,3.94,0.43,-0.42,0.48,-19.40,7.64,21.76,1010.29,
25448.00,10.73,-2.85,3.68,0.44,-0.48,0.43,-19.40,7.64,21.76,1010.29,
25452.00,10.32,-3.10,3.73,0.47,-0.52,0.36,-19.40,7.64,21.76,1010.29,
25455.00,9.81,-3.02,3.91,0.51,-0.53,0.32,-19.40,7.64,21.76,1010.29,
25459.00,9.83,-3.09,3.98,0.56,-0.55,0.30,-19.40,7.64,21.76,1010.29,
25462.00,10.94,-3.31,3.85,0.57,-0.59,0.27,-19.40,7.64,21.76,1010.29,
25466.00,11.07,-3.57,3.24,0.54,-0.65,0.21,-19.40,7.64,21.76,1010.29,
25472.00,10.31,-3.48,2.77,0.47,-0.73,0.09,-19.40,7.64,21.76,1010.29,
25476.00,9.89,-3.28,2.61,0.42,-0.76,0.05,-19.40,7.64,21.76,1010.29,
25479.00,9.85,-3.22,2.91,0.36,-0.78,0.02,-19.40,7.64,21.76,1010.29,
25483.00,9.91,-3.17,3.28,0.33,-0.81,0.00,-19.40,7.64,21.76,1010.29,
25486.00,10.27,-3.06,2.61,0.29,-0.88,-0.01,-19.40,7.64,21.76,1010.29,
25490.00,10.31,-3.03,2.78,0.25,-0.92,-0.06,-19.40,7.64,21.76,1010.29,
25493.00,9.92,-2.94,3.17,0.24,-0.93,-0.09,-19.40,7.64,21.76,1010.29,
25497.00,9.56,-2.82,3.53,0.25,-0.95,-0.10,-19.40,7.64,21.76,1010.29,
25502.00,10.35,-2.71,3.20,0.24,-1.05,-0.08,-19.40,7.64,21.76,1010.29,
25505.00,10.70,-2.74,3.19,0.22,-1.12,-0.12,-19.40,7.64,21.76,1010.29,
25509.00,10.37,-2.59,3.59,0.24,-1.15,-0.16,-19.40,7.64,21.76,1010.29,
25513.00,9.57,-2.45,3.73,0.29,-1.18,-0.18,-19.40,7.64,21.76,1010.29,
25517.00,9.65,-2.28,3.69,0.33,-1.21,-0.16,-19.40,7.64,21.76,1010.29,
25521.00,10.03,-2.29,3.52,0.36,-1.26,-0.14,-19.40,7.64,21.76,1010.29,
25524.00,10.08,-2.26,3.47,0.38,-1.32,-0.14,-19.40,7.64,21.76,1010.29,
25529.00,9.60,-2.28,3.51,0.44,-1.36,-0.13,-19.40,7.64,21.76,1010.29,
25533.00,9.36,-2.15,3.25,0.49,-1.37,-0.11,-19.40,7.64,21.76,1010.29,
25536.00,9.59,-2.17,2.87,0.52,-1.39,-0.06,-19.40,7.64,21.76,1010.29,
25540.00,9.75,-2.28,2.69,0.52,-1.43,-0.03,-19.40,7.64,21.76,1010.29,
25543.00,9.63,-2.28,2.70,0.52,-1.45,-0.01,-19.40,7.64,21.76,1010.29,
25547.00,9.38,-2.27,2.66,0.54,-1.45,0.01,-19.40,7.64,21.76,1010.29,
25551.00,9.46,-2.47,2.41,0.57,-1.45,0.04,-19.40,7.64,21.76,1010.29,
25556.00,9.88,-2.66,2.22,0.56,-1.47,0.06,-19.40,7.64,21.76,1010.29,
25560.00,10.14,-2.57,2.26,0.54,-1.49,0.07,-19.40,7.64,21.76,1010.29,
25564.00,10.41,-2.61,2.51,0.52,-1.55,0.05,-19.40,7.64,21.76,1010.29,
25567.00,10.08,-2.58,2.62,0.53,-1.60,0.03,-19.40,7.64,21.76,1010.29,
25571.00,9.77,-2.49,2.55,0.53,-1.61,0.03,-19.40,7.64,21.76,1010.29,
25574.00,9.97,-2.47,2.29,0.53,-1.65,0.05,-19.40,7.64,21.76,1010.29,
25578.00,10.12,-2.74,2.25,0.51,-1.71,0.05,-19.40,7.64,21.76,1010.29,
25581.00,10.06,-2.66,2.26,0.50,-1.76,0.05,-19.40,7.64,21.76,1010.29,
25586.00,9.87,-2.40,2.18,0.48,-1.83,0.06,-19.40,7.64,21.76,1010.29,
25590.00,9.73,-2.42,1.92,0.45,-1.87,0.09,-19.40,7.64,21.76,1010.29,
25594.00,9.74,-2.54,1.84,0.42,-1.91,0.12,-19.40,7.64,21.76,1010.29,
25597.00,9.94,-2.52,1.81,0.39,-1.96,0.14,-19.40,7.64,21.76,1010.29,
25602.00,9.96,-2.57,1.66,0.36,-2.01,0.15,-19.40,7.64,21.76,1010.29,
25605.00,9.73,-2.38,1.34,0.31,-2.05,0.17,-19.40,7.64,21.76,1010.29,
25609.00,9.59,-2.55,1.20,0.27,-2.04,0.21,-19.40,7.64,21.76,1010.29,
25614.00,9.85,-2.41,1.16,0.22,-2.11,0.23,-19.40,7.64,21.76,1010.29,
25617.00,9.75,-2.47,1.64,0.19,-2.15,0.24,-19.40,7.64,21.76,1010.29,
25621.00,9.76,-1.67,2.10,0.20,-2.23,0.29,-19.40,7.64,21.76,1010.29,
25624.00,10.12,-2.10,2.65,0.23,-2.27,0.32,-19.40,7.64,21.76,1010.29,
25628.00,9.65,-2.50,2.79,0.34,-2.30,0.32,-19.40,7.64,21.76,1010.29,
25631.00,9.21,-2.57,2.09,0.45,-2.32,0.34,-19.40,7.64,21.76,1010.29,
25654.00,10.41,-3.52,0.75,0.46,-2.69,0.23,-18.71,7.64,21.74,1010.21,
25660.00,11.53,-5.91,0.62,0.35,-3.03,0.07,-18.71,7.64,21.74,1010.21,
25663.00,15.87,-8.23,0.77,0.18,-3.89,-0.17,-18.71,7.64,21.74,1010.21,
25667.00,20.06,-7.68,2.12,0.32,-2.94,-0.79,-18.71,7.64,21.74,1010.21,
25670.00,20.47,-5.83,2.41,0.63,-2.23,-1.30,-18.71,7.64,21.74,1010.21,
25674.00,13.36,-1.22,-1.36,1.07,-1.17,-1.94,-18.71,7.64,21.74,1010.21,
25678.00,3.51,-0.42,-5.27,1.04,-1.82,-2.32,-18.71,7.64,21.74,1010.21,
25681.00,0.68,-1.59,-6.84,0.76,-2.17,-2.11,-18.71,7.64,21.74,1010.21,
25686.00,1.08,-2.60,-6.72,0.34,-2.25,-1.45,-18.71,7.64,21.74,1010.21,
25691.00,7.69,-0.75,-5.61,-0.23,-2.62,-0.84,-18.71,7.64,21.74,1010.21,
25694.00,11.59,-3.24,-3.30,-0.41,-2.03,-0.60,-18.71,7.64,21.74,1010.21,
25698.00,13.73,-3.99,-0.81,-0.49,-1.86,-0.88,-18.71,7.64,21.74,1010.21,
25702.00,12.88,-2.89,0.78,-0.41,-1.70,-1.17,-18.71,7.64,21.74,1010.21,
25705.00,9.71,-2.21,0.55,-0.24,-1.52,-1.28,-18.71,7.64,21.74,1010.21,
25709.00,7.92,-1.60,-0.82,-0.15,-1.40,-1.25,-18.71,7.64,21.74,1010.21,
25712.00,7.01,-1.19,-2.01,-0.17,-1.30,-1.09,-18.71,7.64,21.74,1010.21,
25717.00,7.95,-1.40,-1.75,-0.25,-1.17,-0.82,-18.71,7.64,21.74,1010.21,
25721.00,9.69,-1.39,-1.58,-0.26,-1.05,-0.72,-18.71,7.64,21.74,1010.21,
25724.00,9.32,-1.29,-1.72,-0.23,-0.96,-0.69,-18.71,7.64,21.74,1010.21,
25729.00,8.58,-1.29,-1.91,-0.21,-0.84,-0.61,-18.71,7.64,21.74,1010.21,
25732.00,8.77,-1.11,-1.95,-0.19,-0.70,-0.52,-18.71,7.64,21.74,1010.21,
25736.00,8.99,-0.67,-1.90,-0.17,-0.60,-0.45,-18.71,7.64,21.74,1010.21,
25739.00,8.60,-0.33,-2.11,-0.14,-0.44,-0.33,-18.71,7.64,21.74,1010.21,
25744.00,7.97,-0.35,-2.56,-0.09,-0.22,-0.15,-18.71,7.64,21.74,1010.21,
25748.00,7.87,-1.16,-2.26,-0.05,-0.05,-0.01,-18.71,7.64,21.74,1010.21,
25752.00,8.11,-1.71,-1.97,-0.02,0.06,0.06,-18.71,7.64,21.74,1010.21,
25755.00,9.25,-1.96,-1.89,0.01,0.23,0.13,-18.71,7.64,21.74,1010.21,
25759.00,9.89,-1.75,-1.75,0.02,0.30,0.14,-18.71,7.64,21.74,1010.21,
25762.00,10.20,-1.57,-1.43,0.01,0.30,0.14,-18.71,7.64,21.74,1010.21,
25766.00,10.71,-1.70,-0.79,-0.01,0.27,0.15,-18.71,7.64,21.74,1010.21,
25772.00,11.10,-2.04,-0.38,-0.02,0.21,0.13,-18.71,7.64,21.74,1010.21,
25775.00,10.91,-2.13,-0.28,-0.00,0.16,0.09,-18.71,7.64,21.74,1010.21,
25779.00,10.41,-2.23,-0.54,0.03,0.11,0.05,-18.71,7.64,21.74,1010.21,
25782.00,10.39,-2.26,-0.91,0.04,0.09,0.03,-18.71,7.64,21.74,1010.21,
25786.00,10.56,-2.25,-1.08,0.02,0.06,0.01,-18.71,7.64,21.74,1010.21,
25789.00,10.74,-2.21,-1.00,-0.02,0.01,-0.01,-18.71,7.64,21.74,1010.21,
25793.00,10.78,-2.09,-0.61,-0.05,-0.03,-0.03,-18.71,7.64,21.74,1010.21,
25798.00,10.22,-2.09,-0.66,-0.05,-0.06,-0.05,-18.71,7.64,21.74,1010.21,
25802.00,9.91,-1.99,-0.91,-0.05,-0.06,-0.04,-18.71,7.64,21.74,1010.21,
25805.00,10.29,-2.00,-1.03,-0.06,-0.07,-0.03,-18.71,7.64,21.74,1010.21,
25809.00,10.51,-1.91,-1.05,-0.06,-0.08,-0.04,-18.71,7.64,21.74,1010.21,
25812.00,10.25,-1.87,-1.08,-0.06,-0.08,-0.05,-18.71,7.64,21.74,1010.21,
25817.00,9.84,-1.81,-1.23,-0.05,-0.06,-0.05,-18.71,7.64,21.74,1010.21,
25820.00,9.67,-1.82,-1.37,-0.04,-0.03,-0.03,-18.71,7.64,21.74,1010.21,
25825.00,10.38,-1.88,-1.14,-0.06,-0.01,-0.00,-18.71,7.64,21.74,1010.21,
25829.00,10.50,-1.91,-0.99,-0.06,-0.01,-0.01,-18.71,7.64,21.74,1010.21,
25832.00,9.96,-1.91,-1.00,-0.05,-0.01,-0.01,-18.71,7.64,21.74,1010.21,
25836.00,9.93,-1.96,-1.03,-0.04,0.01,0.00,-18.71,7.64,21.74,1010.21,
25839.00,10.40,-1.97,-1.02,-0.04,0.01,0.00,-18.71,7.64,21.74,1010.21,
25843.00,10.43,-1.99,-1.06,-0.05,0.00,-0.01,-18.71,7.64,21.74,1010.21,
25846.00,10.34,-1.98,-0.98,-0.06,-0.02,-0.02,-18.71,7.64,21.74,1010.21,
25851.00,10.27,-1.93,-0.82,-0.06,-0.04,-0.03,-18.71,7.64,21.74,1010.21,
25856.00,9.90,-1.85,-1.01,-0.05,-0.03,-0.03,-18.71,7.64,21.74,1010.21,
25859.00,9.90,-1.85,-1.26,-0.04,-0.00,-0.01,-18.71,7.64,21.74,1010.21,
25863.00,10.24,-1.97,-1.30,-0.05,0.00,-0.00,-18.71,7.64,21.74,1010.21,
25867.00,10.47,-1.97,-1.04,-0.06,-0.01,-0.01,-18.71,7.64,21.74,1010.21,
25870.00,10.25,-1.94,-0.87,-0.06,-0.02,-0.02,-18.71,7.64,21.74,1010.21,
25874.00,10.03,-1.94,-0.90,-0.05,-0.01,-0.02,-18.71,7.64,21.74,1010.21,
25879.00,10.02,-1.91,-1.10,-0.04,0.00,-0.01,-18.71,7.64,21.74,1010.21,
25882.00,10.42,-1.95,-1.09,-0.05,-0.01,-0.01,-18.71,7.64,21.74,1010.21,
25886.00,10.49,-2.05,-1.02,-0.06,-0.03,-0.02,-18.71,7.64,21.74,1010.21,
25889.00,10.31,-1.94,-0.93,-0.07,-0.04,-0.03,-18.71,7.64,21.74,1010.21,
25893.00,10.03,-1.81,-0.91,-0.06,-0.04,-0.03,-18.71,7.64,21.74,1010.21,
25896.00,10.02,-1.92,-1.08,-0.04,-0.03,-0.02,-18.71,7.64,21.74,1010.21,
25901.00,10.25,-2.00,-1.13,-0.05,-0.03,-0.02,-18.71,7.64,21.74,1010.21,
25906.00,10.43,-1.89,-1.03,-0.07,-0.04,-0.02,-18.71,7.64,21.74,1010.21,
25909.00,10.08,-1.89,-1.00,-0.06,-0.04,-0.03,-18.71,7.64,21.74,1010.21,
25913.00,9.93,-1.96,-1.02,-0.05,-0.03,-0.02,-18.71,7.64,21.74,1010.21,
25916.00,10.07,-1.92,-1.12,-0.05,-0.02,-0.01,-18.71,7.64,21.74,1010.21,
25920.00,10.39,-1.92,-1.13,-0.06,-0.02,-0.01,-18.71,7.64,21.74,1010.21,
25924.00,10.44,-1.94,-0.99,-0.06,-0.03,-0.02,-18.71,7.64,21.74,1010.21,
25927.00,10.19,-1.85,-1.00,-0.06,-0.04,-0.03,-18.71,7.64,21.74,1010.21,
25931.00,9.91,-1.90,-1.06,-0.05,-0.02,-0.02,-18.71,7.64,21.74,1010.21,
25936.00,10.16,-1.91,-1.13,-0.04,-0.01,-0.01,-18.71,7.64,21.74,1010.21,
25939.00,10.40,-1.99,-1.13,-0.05,-0.01,-0.01,-18.71,7.64,21.74,1010.21,
25944.00,10.34,-1.95,-1.07,-0.06,-0.02,-0.02,-18.71,7.64,21.74,1010.21,
25947.00,10.15,-1.92,-0.97,-0.06,-0.02,-0.02,-18.71,7.64,21.74,1010.21,
25951.00,10.05,-1.90,-0.96,-0.05,-0.01,-0.02,-18.71,7.64,21.74,1010.21,
25954.00,10.02,-1.88,-1.13,-0.04,-0.00,-0.01,-18.71,7.64,21.74,1010.21,
25958.00,10.23,-1.94,-1.19,-0.05,-0.00,-0.01,-18.71,7.64,21.74,1010.21,
25963.00,10.46,-1.92,-0.95,-0.06,-0.03,-0.02,-18.71,7.64,21.74,1010.21,
25966.00,10.03,-1.91,-0.91,-0.05,-0.03,-0.03,-18.71,7.64,21.74,1010.21,
25970.00,9.78,-1.90,-1.14,-0.04,-0.01,-0.01,-18.71,7.64,21.74,1010.21,
25973.00,10.11,-1.92,-1.14,-0.04,0.00,-0.00,-18.71,7.64,21.74,1010.21,
25977.00,10.46,-1.92,-1.11,-0.05,0.00,-0.01,-18.71,7.64,21.74,1010.21,
25980.00,10.40,-1.92,-1.00,-0.06,-0.02,-0.02,-18.71,7.64,21.74,1010.21,
25985.00,10.13,-1.95,-0.91,-0.06,-0.02,-0.02,-18.71,7.64,21.74,1010.21,
25990.00,9.91,-1.88,-1.02,-0.04,-0.01,-0.02,-18.71,7.64,21.74,1010.21,
25993.00,10.16,-1.93,-1.18,-0.04,0.00,-0.01,-18.71,7.64,21.74,1010.21,
25997.00,10.46,-1.96,-1.10,-0.05,-0.01,-0.01,-18.71,7.64,21.74,1010.21,
26001.00,10.36,-1.98,-1.02,-0.06,-0.02,-0.02,-18.71,7.64,21.74,1010.21,
26004.00,10.07,-1.92,-0.92,-0.06,-0.02,-0.02,-18.71,7.64,21.74,1010.21,
26008.00,9.98,-1.85,-0.97,-0.05,-0.01,-0.02,-18.71,7.64,21.74,1010.21,
26011.00,10.09,-1.92,-1.14,-0.04,-0.00,-0.01,-18.71,7.64,21.74,1010.21,
26016.00,10.41,-1.96,-1.16,-0.05,-0.00,-0.01,-18.71,7.64,21.74,1010.21,
26020.00,10.43,-1.95,-1.00,-0.06,-0.02,-0.02,-18.71,7.64,21.74,1010.21,
26023.00,10.14,-1.90,-0.92,-0.06,-0.03,-0.02,-18.71,7.64,21.74,1010.21,
26028.00,9.89,-1.89,-1.01,-0.04,-0.01,-0.01,-18.71,7.64,21.74,1010.21,
26031.00,10.08,-1.96,-1.14,-0.04,0.01,-0.00,-18.71,7.64,21.74,1010.21,
26035.00,10.40,-1.94,-1.15,-0.05,-0.00,-0.00,-18.71,7.64,21.74,1010.21,
26060.00,10.24,-1.96,-0.92,-0.06,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26066.00,9.88,-1.92,-1.09,-0.04,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26070.00,10.25,-1.93,-1.13,-0.04,0.00,0.00,-19.19,7.64,21.74,1010.26,
26074.00,10.46,-1.96,-1.03,-0.05,-0.00,-0.01,-19.19,7.64,21.74,1010.26,
26077.00,10.32,-1.90,-0.99,-0.06,-0.01,-0.02,-19.19,7.64,21.74,1010.26,
26081.00,10.06,-1.91,-0.96,-0.06,-0.01,-0.02,-19.19,7.64,21.74,1010.26,
26084.00,10.04,-1.89,-1.07,-0.05,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26088.00,10.11,-1.93,-1.14,-0.04,0.01,-0.01,-19.19,7.64,21.74,1010.26,
26093.00,10.37,-1.92,-1.08,-0.05,0.00,-0.01,-19.19,7.64,21.74,1010.26,
26097.00,10.45,-1.94,-0.97,-0.06,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26100.00,10.15,-1.93,-0.91,-0.05,-0.01,-0.02,-19.19,7.64,21.74,1010.26,
26104.00,9.98,-1.92,-1.03,-0.04,0.00,-0.01,-19.19,7.64,21.74,1010.26,
26107.00,10.16,-1.96,-1.08,-0.04,0.00,-0.01,-19.19,7.64,21.74,1010.26,
26112.00,10.40,-1.92,-1.09,-0.05,-0.00,-0.01,-19.19,7.64,21.74,1010.26,
26115.00,10.38,-1.90,-0.96,-0.06,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26120.00,10.05,-1.92,-1.00,-0.05,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26124.00,9.93,-1.85,-1.10,-0.04,-0.01,-0.02,-19.19,7.64,21.74,1010.26,
26127.00,10.18,-1.92,-1.17,-0.05,0.00,-0.00,-19.19,7.64,21.74,1010.26,
26131.00,10.46,-1.97,-1.04,-0.05,-0.00,-0.01,-19.19,7.64,21.74,1010.26,
26134.00,10.39,-1.95,-0.91,-0.06,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26138.00,9.95,-1.95,-0.97,-0.05,-0.02,-0.03,-19.19,7.64,21.74,1010.26,
26141.00,9.88,-1.91,-1.07,-0.05,-0.01,-0.02,-19.19,7.64,21.74,1010.26,
26146.00,10.27,-1.94,-1.12,-0.04,0.00,-0.01,-19.19,7.64,21.74,1010.26,
26150.00,10.41,-1.99,-1.05,-0.06,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26155.00,10.22,-1.94,-0.98,-0.06,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26158.00,10.09,-1.92,-0.98,-0.06,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26162.00,10.00,-1.88,-1.05,-0.05,-0.01,-0.02,-19.19,7.64,21.74,1010.26,
26165.00,10.17,-2.00,-1.15,-0.04,0.00,-0.01,-19.19,7.64,21.74,1010.26,
26169.00,10.36,-1.98,-1.11,-0.05,-0.00,-0.01,-19.19,7.64,21.74,1010.26,
26174.00,10.33,-1.92,-0.92,-0.06,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26177.00,10.02,-1.95,-0.97,-0.05,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26181.00,9.99,-1.93,-1.11,-0.04,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26184.00,10.22,-1.92,-1.14,-0.04,0.00,-0.01,-19.19,7.64,21.74,1010.26,
26188.00,10.39,-1.95,-1.15,-0.05,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26191.00,10.38,-1.93,-0.99,-0.06,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26195.00,10.16,-1.95,-0.96,-0.06,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26201.00,9.91,-1.88,-1.07,-0.04,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26204.00,10.26,-1.99,-1.14,-0.04,0.00,-0.01,-19.19,7.64,21.74,1010.26,
26208.00,10.52,-2.00,-1.03,-0.06,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26211.00,10.36,-1.94,-0.97,-0.06,-0.02,-0.03,-19.19,7.64,21.74,1010.26,
26215.00,9.96,-1.90,-1.03,-0.05,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26219.00,10.00,-1.87,-1.10,-0.05,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26222.00,10.25,-1.96,-1.10,-0.04,-0.00,-0.01,-19.19,7.64,21.74,1010.26,
26227.00,10.38,-1.97,-1.05,-0.06,-0.01,-0.02,-19.19,7.64,21.74,1010.26,
26230.00,10.27,-1.96,-0.98,-0.06,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26234.00,10.05,-1.91,-0.99,-0.05,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26238.00,10.05,-1.91,-1.08,-0.05,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26242.00,10.24,-1.92,-1.12,-0.04,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26246.00,10.32,-1.93,-1.11,-0.06,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26249.00,10.25,-1.91,-0.96,-0.06,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26254.00,10.03,-1.92,-0.98,-0.05,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26258.00,10.04,-1.89,-1.17,-0.05,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26261.00,10.19,-1.93,-1.19,-0.04,-0.00,-0.01,-19.19,7.64,21.74,1010.26,
26265.00,10.39,-1.96,-1.09,-0.06,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26269.00,10.38,-1.92,-0.96,-0.06,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26272.00,9.98,-1.89,-0.95,-0.05,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26276.00,9.96,-1.90,-1.10,-0.04,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26281.00,10.43,-1.96,-1.11,-0.05,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26285.00,10.42,-1.99,-1.04,-0.06,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26289.00,10.15,-1.92,-0.95,-0.06,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26292.00,9.98,-1.95,-1.01,-0.05,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26296.00,10.10,-1.91,-1.05,-0.05,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26299.00,10.22,-1.96,-1.15,-0.05,-0.00,-0.01,-19.19,7.64,21.74,1010.26,
26303.00,10.36,-1.95,-1.11,-0.06,-0.01,-0.01,-19.19,7.64,21.74,1010.26,
26308.00,10.18,-1.91,-0.92,-0.06,-0.02,-0.02,-19.19,7.64,21.74,1010.26,
26311.00,9.96,-1.86,-1.04,-0.05,-0.01,-0.02,-19.19,7.64,21.74,1010.26,
26315.00,10.09,-1.89,-1.13,-0.04,-0.00,-0.01,-19.19,7.64,21.74,1010.26,
26318.00,10.32,-1.98,-1.11,-0.04,0.00,-0.01,-19.19,7.64,21.74,1010.26,
