Ti:,A_X:,A_Y:,A_Z:,R_X:,R_Y:,R_Z:,H:,Vin:,Temp:,Pressure:,
6982.00,7.60,5.76,4.25,0.06,-0.55,0.86,0.01,7.59,22.05,1007.97,
6986.00,7.53,5.79,4.34,0.06,-0.54,0.87,0.01,7.59,22.05,1007.97,
6989.00,7.59,5.78,4.37,0.06,-0.54,0.87,0.01,7.59,22.05,1007.97,
6994.00,7.60,5.67,4.36,0.08,-0.55,0.87,0.01,7.59,22.05,1007.97,
6999.00,7.64,5.61,4.21,0.09,-0.55,0.87,0.01,7.59,22.05,1007.97,
7002.00,7.61,5.45,4.00,0.09,-0.56,0.87,0.01,7.59,22.05,1007.97,
7006.00,7.41,5.63,4.10,0.07,-0.55,0.88,0.01,7.59,22.05,1007.97,
7009.00,7.61,5.72,4.24,0.08,-0.55,0.90,0.01,7.59,22.05,1007.97,
7013.00,7.61,5.74,4.06,0.10,-0.57,0.92,0.01,7.59,22.05,1007.97,
7017.00,7.64,5.72,3.99,0.11,-0.59,0.94,0.01,7.59,22.05,1007.97,
7020.00,7.52,5.55,3.97,0.13,-0.59,0.98,0.01,7.59,22.05,1007.97,
7025.00,7.68,5.36,3.73,0.17,-0.58,1.04,0.01,7.59,22.05,1007.97,
7029.00,7.68,5.07,3.51,0.18,-0.57,1.09,0.01,7.59,22.05,1007.97,
7032.00,7.78,4.97,3.36,0.18,-0.56,1.13,0.01,7.59,22.05,1007.97,
7036.00,7.94,4.92,3.36,0.18,-0.55,1.18,0.01,7.59,22.05,1007.97,
7040.00,8.08,4.90,3.34,0.18,-0.54,1.22,0.01,7.59,22.05,1007.97,
7044.00,8.16,4.96,3.44,0.18,-0.54,1.25,0.01,7.59,22.05,1007.97,
7047.00,8.14,4.91,3.40,0.19,-0.54,1.28,0.01,7.59,22.05,1007.97,
7051.00,7.72,4.91,3.43,0.19,-0.52,1.29,0.01,7.59,22.05,1007.97,
7071.00,8.33,5.72,3.73,0.36,-0.36,1.18,-0.30,7.59,22.07,1008.01,
7081.00,8.31,4.74,2.86,0.44,-0.25,1.12,-0.30,7.59,22.07,1008.01,
7085.00,8.67,4.62,2.94,0.44,-0.22,1.10,-0.30,7.59,22.07,1008.01,
7089.00,8.71,4.66,3.01,0.44,-0.21,1.08,-0.30,7.59,22.07,1008.01,
7092.00,8.96,4.65,3.27,0.45,-0.20,1.05,-0.30,7.59,22.07,1008.01,
7096.00,9.08,4.63,3.26,0.47,-0.20,1.03,-0.30,7.59,22.07,1008.01,
7099.00,9.15,4.43,3.10,0.49,-0.19,0.99,-0.30,7.59,22.07,1008.01,
7103.00,9.10,4.16,2.93,0.49,-0.19,0.96,-0.30,7.59,22.07,1008.01,
7107.00,9.16,3.97,2.96,0.47,-0.17,0.92,-0.30,7.59,22.07,1008.01,
7111.00,7.85,4.04,3.03,0.42,-0.10,0.84,-0.30,7.59,22.07,1008.01,
7114.00,9.31,4.07,3.52,0.38,-0.02,0.79,-0.30,7.59,22.07,1008.01,
7118.00,9.01,4.70,3.05,0.36,-0.01,0.66,-0.30,7.59,22.07,1008.01,
7121.00,9.38,4.83,3.46,0.34,0.00,0.58,-0.30,7.59,22.07,1008.01,
7126.00,9.27,4.63,3.70,0.37,-0.00,0.46,-0.30,7.59,22.07,1008.01,
7129.00,9.44,4.17,3.17,0.39,0.02,0.35,-0.30,7.59,22.07,1008.01,
7133.00,9.30,3.81,2.72,0.38,0.04,0.27,-0.30,7.59,22.07,1008.01,
7138.00,9.50,3.68,2.57,0.30,0.10,0.11,-0.30,7.59,22.07,1008.01,
7141.00,9.56,3.91,2.66,0.27,0.13,0.03,-0.30,7.59,22.07,1008.01,
7145.00,9.78,4.16,2.89,0.25,0.13,-0.07,-0.30,7.59,22.07,1008.01,
7148.00,9.81,4.29,3.07,0.24,0.13,-0.15,-0.30,7.59,22.07,1008.01,
7152.00,9.87,4.32,3.27,0.24,0.12,-0.27,-0.30,7.59,22.07,1008.01,
7155.00,9.79,4.22,3.10,0.25,0.12,-0.39,-0.30,7.59,22.07,1008.01,
7159.00,9.71,4.09,2.94,0.24,0.12,-0.47,-0.30,7.59,22.07,1008.01,
7163.00,9.68,4.03,2.95,0.21,0.13,-0.57,-0.30,7.59,22.07,1008.01,
7168.00,9.64,4.10,3.09,0.19,0.14,-0.69,-0.30,7.59,22.07,1008.01,
7172.00,9.64,4.21,3.19,0.18,0.14,-0.76,-0.30,7.59,22.07,1008.01,
7175.00,9.60,4.46,3.28,0.18,0.13,-0.85,-0.30,7.59,22.07,1008.01,
7179.00,9.59,4.50,3.18,0.19,0.10,-0.93,-0.30,7.59,22.07,1008.01,
7183.00,8.79,4.68,2.98,0.20,0.09,-0.99,-0.30,7.59,22.07,1008.01,
7186.00,8.68,4.53,3.07,0.20,0.14,-1.04,-0.30,7.59,22.07,1008.01,
7190.00,8.46,4.51,2.75,0.22,0.14,-1.09,-0.30,7.59,22.07,1008.01,
7195.00,8.05,4.59,2.68,0.20,0.19,-1.14,-0.30,7.59,22.07,1008.01,
7198.00,7.92,4.70,2.74,0.21,0.22,-1.15,-0.30,7.59,22.07,1008.01,
7202.00,7.85,4.78,2.69,0.22,0.26,-1.16,-0.30,7.59,22.07,1008.01,
7205.00,7.69,4.83,2.69,0.22,0.29,-1.17,-0.30,7.59,22.07,1008.01,
7209.00,7.70,4.95,2.72,0.23,0.32,-1.17,-0.30,7.59,22.07,1008.01,
7213.00,7.58,5.01,2.65,0.24,0.36,-1.17,-0.30,7.59,22.07,1008.01,
7217.00,7.60,5.01,2.60,0.24,0.38,-1.16,-0.30,7.59,22.07,1008.01,
7220.00,7.39,4.95,2.70,0.25,0.41,-1.15,-0.30,7.59,22.07,1008.01,
7225.00,7.41,5.00,2.83,0.25,0.45,-1.12,-0.30,7.59,22.07,1008.01,
7229.00,7.46,5.06,2.84,0.26,0.47,-1.11,-0.30,7.59,22.07,1008.01,
7232.00,7.44,5.19,2.91,0.26,0.49,-1.08,-0.30,7.59,22.07,1008.01,
7236.00,7.39,5.23,2.97,0.27,0.51,-1.05,-0.30,7.59,22.07,1008.01,
7239.00,7.39,5.29,2.91,0.28,0.53,-1.03,-0.30,7.59,22.07,1008.01,
7243.00,7.29,5.23,2.90,0.29,0.55,-1.00,-0.30,7.59,22.07,1008.01,
7246.00,7.23,5.24,2.92,0.30,0.58,-0.96,-0.30,7.59,22.07,1008.01,
7250.00,7.24,5.19,2.92,0.31,0.59,-0.93,-0.30,7.59,22.07,1008.01,
7256.00,7.33,5.17,2.83,0.32,0.61,-0.87,-0.30,7.59,22.07,1008.01,
7259.00,7.34,5.17,2.94,0.31,0.63,-0.83,-0.30,7.59,22.07,1008.01,
7263.00,7.32,5.11,3.02,0.32,0.64,-0.80,-0.30,7.59,22.07,1008.01,
7266.00,8.12,5.28,2.92,0.32,0.62,-0.74,-0.30,7.59,22.07,1008.01,
7270.00,7.15,5.42,3.01,0.30,0.63,-0.70,-0.30,7.59,22.07,1008.01,
7273.00,7.52,5.22,3.30,0.31,0.67,-0.68,-0.30,7.59,22.07,1008.01,
7277.00,7.29,5.08,2.82,0.31,0.65,-0.67,-0.30,7.59,22.07,1008.01,
7281.00,7.54,5.09,2.80,0.28,0.66,-0.66,-0.30,7.59,22.07,1008.01,
7285.00,7.52,5.14,3.39,0.26,0.66,-0.60,-0.30,7.59,22.07,1008.01,
7289.00,7.77,5.19,3.24,0.26,0.65,-0.56,-0.30,7.59,22.07,1008.01,
7292.00,7.67,5.20,3.11,0.24,0.65,-0.54,-0.30,7.59,22.07,1008.01,
7297.00,7.92,5.20,3.20,0.22,0.64,-0.52,-0.30,7.59,22.07,1008.01,
7301.00,7.85,5.25,3.29,0.21,0.63,-0.51,-0.30,7.59,22.07,1008.01,
7304.00,7.83,5.28,3.29,0.20,0.62,-0.48,-0.30,7.59,22.07,1008.01,
7308.00,7.84,5.25,3.33,0.19,0.62,-0.46,-0.30,7.59,22.07,1008.01,
7313.00,7.84,5.16,3.21,0.17,0.61,-0.44,-0.30,7.59,22.07,1008.01,
7316.00,7.83,5.26,3.17,0.15,0.62,-0.43,-0.30,7.59,22.07,1008.01,
7320.00,7.97,5.33,3.29,0.14,0.62,-0.41,-0.30,7.59,22.07,1008.01,
7323.00,7.95,5.28,3.35,0.13,0.61,-0.39,-0.30,7.59,22.07,1008.01,
7327.00,7.97,5.29,3.29,0.12,0.60,-0.38,-0.30,7.59,22.07,1008.01,
7330.00,8.00,5.31,3.37,0.11,0.60,-0.37,-0.30,7.59,22.07,1008.01,
7334.00,7.97,5.40,3.48,0.10,0.60,-0.36,-0.30,7.59,22.07,1008.01,
7337.00,8.05,5.35,3.47,0.10,0.60,-0.34,-0.30,7.59,22.07,1008.01,
7343.00,8.11,5.32,3.43,0.10,0.58,-0.33,-0.30,7.59,22.07,1008.01,
7347.00,8.17,5.30,3.49,0.09,0.58,-0.33,-0.30,7.59,22.07,1008.01,
7350.00,8.27,5.41,3.62,0.10,0.56,-0.33,-0.30,7.59,22.07,1008.01,
7354.00,8.33,5.39,3.65,0.10,0.54,-0.33,-0.30,7.59,22.07,1008.01,
7357.00,8.30,5.44,3.65,0.11,0.52,-0.33,-0.30,7.59,22.07,1008.01,
7361.00,8.31,5.42,3.67,0.12,0.49,-0.33,-0.30,7.59,22.07,1008.01,
7364.00,8.33,5.40,3.61,0.13,0.47,-0.34,-0.30,7.59,22.07,1008.01,
7368.00,8.31,5.39,3.55,0.13,0.45,-0.35,-0.30,7.59,22.07,1008.01,
7373.00,8.24,5.44,3.66,0.13,0.42,-0.36,-0.30,7.59,22.07,1008.01,
7376.00,8.16,5.41,3.72,0.14,0.41,-0.36,-0.30,7.59,22.07,1008.01,
7380.00,8.13,5.41,3.66,0.15,0.39,-0.36,-0.30,7.59,22.07,1008.01,
7384.00,8.06,5.39,3.52,0.15,0.37,-0.36,-0.30,7.59,22.07,1008.01,
7388.00,8.03,5.42,3.55,0.16,0.37,-0.36,-0.30,7.59,22.07,1008.01,
7391.00,7.96,5.43,3.52,0.16,0.36,-0.35,-0.30,7.59,22.07,1008.01,
7395.00,7.98,5.38,3.43,0.16,0.35,-0.35,-0.30,7.59,22.07,1008.01,
7398.00,7.92,5.34,3.45,0.16,0.34,-0.35,-0.30,7.59,22.07,1008.01,
7403.00,7.81,5.28,3.45,0.16,0.33,-0.34,-0.30,7.59,22.07,1008.01,
7407.00,7.77,5.32,3.47,0.16,0.33,-0.33,-0.30,7.59,22.07,1008.01,
7410.00,7.70,5.30,3.41,0.15,0.33,-0.33,-0.30,7.59,22.07,1008.01,
7414.00,7.68,5.29,3.49,0.14,0.34,-0.32,-0.30,7.59,22.07,1008.01,
7418.00,7.64,5.24,3.47,0.13,0.35,-0.31,-0.30,7.59,22.07,1008.01,
7421.00,7.65,5.18,3.50,0.13,0.37,-0.31,-0.30,7.59,22.07,1008.01,
7426.00,7.68,5.11,3.47,0.11,0.38,-0.31,-0.30,7.59,22.07,1008.01,
7430.00,7.81,5.08,3.48,0.10,0.40,-0.31,-0.30,7.59,22.07,1008.01,
7434.00,7.81,5.06,3.38,0.08,0.41,-0.31,-0.30,7.59,22.07,1008.01,
7438.00,7.85,5.03,3.44,0.07,0.41,-0.31,-0.30,7.59,22.07,1008.01,
7441.00,7.92,5.01,3.49,0.05,0.40,-0.32,-0.30,7.59,22.07,1008.01,
7445.00,7.92,4.99,3.46,0.04,0.40,-0.33,-0.30,7.59,22.07,1008.01,
7448.00,7.94,5.00,3.50,0.02,0.39,-0.35,-0.30,7.59,22.07,1008.01,
7452.00,7.97,5.00,3.54,0.01,0.39,-0.36,-0.30,7.59,22.07,1008.01,
7472.00,7.97,5.15,3.55,-0.03,0.32,-0.45,0.10,7.59,22.06,1007.96,
7478.00,7.87,5.28,3.58,-0.04,0.29,-0.48,0.10,7.59,22.06,1007.96,
7482.00,7.80,5.32,3.62,-0.03,0.29,-0.49,0.10,7.59,22.06,1007.96,
7485.00,7.71,5.36,3.58,-0.03,0.28,-0.50,0.10,7.59,22.06,1007.96,
7489.00,7.74,5.38,3.59,-0.03,0.27,-0.51,0.10,7.59,22.06,1007.96,
7492.00,7.69,5.40,3.56,-0.03,0.26,-0.52,0.10,7.59,22.06,1007.96,
7496.00,7.67,5.40,3.62,-0.03,0.25,-0.53,0.10,7.59,22.06,1007.96,
7499.00,7.65,5.49,3.66,-0.02,0.25,-0.54,0.10,7.59,22.06,1007.96,
7503.00,7.64,5.52,3.69,-0.01,0.25,-0.54,0.10,7.59,22.06,1007.96,
7508.00,7.66,5.60,3.63,-0.01,0.25,-0.56,0.10,7.59,22.06,1007.96,
7513.00,7.61,5.57,3.59,-0.00,0.24,-0.57,0.10,7.59,22.06,1007.96,
7516.00,7.54,5.62,3.67,0.00,0.24,-0.57,0.10,7.59,22.06,1007.96,
7520.00,7.53,5.64,3.64,0.01,0.25,-0.58,0.10,7.59,22.06,1007.96,
7523.00,7.49,5.65,3.57,0.01,0.26,-0.59,0.10,7.59,22.06,1007.96,
7527.00,7.44,5.64,3.61,0.02,0.26,-0.59,0.10,7.59,22.06,1007.96,
7530.00,7.57,6.00,3.60,0.02,0.26,-0.60,0.10,7.59,22.06,1007.96,
7534.00,7.44,5.89,3.73,0.03,0.27,-0.60,0.10,7.59,22.06,1007.96,
7539.00,7.45,5.71,3.62,0.04,0.27,-0.61,0.10,7.59,22.06,1007.96,
7542.00,7.50,5.64,3.59,0.04,0.27,-0.62,0.10,7.59,22.06,1007.96,
7546.00,7.54,5.85,3.68,0.03,0.27,-0.62,0.10,7.59,22.06,1007.96,
7549.00,7.47,5.89,3.75,0.03,0.26,-0.62,0.10,7.59,22.06,1007.96,
7554.00,7.50,5.96,3.70,0.03,0.25,-0.62,0.10,7.59,22.06,1007.96,
7557.00,7.53,5.98,3.68,0.02,0.24,-0.62,0.10,7.59,22.06,1007.96,
7561.00,7.49,5.96,3.69,0.02,0.23,-0.62,0.10,7.59,22.06,1007.96,
7564.00,7.45,6.03,3.61,0.01,0.22,-0.62,0.10,7.59,22.06,1007.96,
7569.00,7.32,6.03,3.60,0.01,0.20,-0.61,0.10,7.59,22.06,1007.96,
7573.00,7.26,6.10,3.65,0.00,0.20,-0.61,0.10,7.59,22.06,1007.96,
7576.00,7.11,6.13,3.66,0.00,0.20,-0.60,0.10,7.59,22.06,1007.96,
7580.00,7.03,6.17,3.59,-0.00,0.19,-0.59,0.10,7.59,22.06,1007.96,
7583.00,7.01,6.22,3.58,-0.01,0.20,-0.58,0.10,7.59,22.06,1007.96,
7587.00,6.92,6.25,3.55,-0.01,0.20,-0.56,0.10,7.59,22.06,1007.96,
7591.00,6.95,6.28,3.65,-0.01,0.21,-0.54,0.10,7.59,22.06,1007.96,
7596.00,6.90,6.38,3.69,-0.01,0.22,-0.52,0.10,7.59,22.06,1007.96,
7600.00,6.90,6.41,3.71,-0.01,0.23,-0.51,0.10,7.59,22.06,1007.96,
7603.00,6.88,6.42,3.71,-0.01,0.23,-0.50,0.10,7.59,22.06,1007.96,
7607.00,6.95,6.44,3.70,-0.01,0.25,-0.49,0.10,7.59,22.06,1007.96,
7611.00,6.94,6.48,3.72,-0.00,0.26,-0.48,0.10,7.59,22.06,1007.96,
7614.00,7.03,6.49,3.73,0.00,0.27,-0.47,0.10,7.59,22.06,1007.96,
7618.00,7.06,6.50,3.75,0.00,0.28,-0.47,0.10,7.59,22.06,1007.96,
7621.00,7.25,6.46,3.82,0.00,0.29,-0.47,0.10,7.59,22.06,1007.96,
7626.00,7.42,6.49,3.85,0.01,0.29,-0.48,0.10,7.59,22.06,1007.96,
7630.00,7.46,6.51,3.79,0.00,0.28,-0.50,0.10,7.59,22.06,1007.96,
7633.00,7.50,6.52,3.83,0.00,0.28,-0.51,0.10,7.59,22.06,1007.96,
7638.00,7.59,6.56,3.86,0.00,0.27,-0.53,0.10,7.59,22.06,1007.96,
7641.00,7.61,6.58,3.85,0.00,0.26,-0.54,0.10,7.59,22.06,1007.96,
7645.00,7.59,6.63,3.85,-0.00,0.25,-0.57,0.10,7.59,22.06,1007.96,
7648.00,7.57,6.60,3.84,-0.00,0.24,-0.59,0.10,7.59,22.06,1007.96,
7652.00,7.55,6.56,3.83,-0.01,0.23,-0.61,0.10,7.59,22.06,1007.96,
7657.00,7.57,6.56,3.78,-0.01,0.20,-0.63,0.10,7.59,22.06,1007.96,
7660.00,7.51,6.60,3.76,-0.01,0.18,-0.65,0.10,7.59,22.06,1007.96,
7664.00,7.43,6.64,3.71,-0.01,0.16,-0.67,0.10,7.59,22.06,1007.96,
7667.00,7.34,6.63,3.75,-0.01,0.14,-0.67,0.10,7.59,22.06,1007.96,
7671.00,7.28,6.59,3.73,-0.00,0.12,-0.69,0.10,7.59,22.06,1007.96,
7674.00,7.23,6.58,3.68,0.00,0.10,-0.69,0.10,7.59,22.06,1007.96,
7678.00,7.16,6.55,3.54,0.00,0.07,-0.70,0.10,7.59,22.06,1007.96,
7682.00,7.03,6.61,3.54,-0.00,0.05,-0.70,0.10,7.59,22.06,1007.96,
7687.00,6.91,6.68,3.66,-0.00,0.04,-0.70,0.10,7.59,22.06,1007.96,
7691.00,6.90,6.76,3.70,-0.00,0.03,-0.70,0.10,7.59,22.06,1007.96,
7694.00,6.83,6.81,3.64,-0.01,0.03,-0.70,0.10,7.59,22.06,1007.96,
7698.00,6.81,6.88,3.67,-0.01,0.02,-0.70,0.10,7.59,22.06,1007.96,
7701.00,6.87,6.89,3.73,-0.02,0.02,-0.70,0.10,7.59,22.06,1007.96,
7705.00,6.88,6.91,3.80,-0.03,0.02,-0.70,0.10,7.59,22.06,1007.96,
7708.00,6.92,6.98,3.85,-0.04,0.01,-0.70,0.10,7.59,22.06,1007.96,
7712.00,6.97,7.06,3.94,-0.05,-0.00,-0.71,0.10,7.59,22.06,1007.96,
7717.00,6.94,7.11,3.89,-0.07,-0.01,-0.71,0.10,7.59,22.06,1007.96,
7720.00,7.00,7.15,4.02,-0.09,-0.02,-0.72,0.10,7.59,22.06,1007.96,
7725.00,7.03,7.16,4.02,-0.10,-0.04,-0.72,0.10,7.59,22.06,1007.96,
7728.00,7.10,7.23,4.04,-0.11,-0.05,-0.72,0.10,7.59,22.06,1007.96,
7732.00,7.06,7.21,4.06,-0.12,-0.07,-0.73,0.10,7.59,22.06,1007.96,
7735.00,6.97,7.24,4.06,-0.12,-0.09,-0.73,0.10,7.59,22.06,1007.96,
7739.00,6.90,7.21,4.08,-0.13,-0.12,-0.74,0.10,7.59,22.06,1007.96,
7744.00,6.82,7.17,4.07,-0.13,-0.14,-0.73,0.10,7.59,22.06,1007.96,
7747.00,6.79,7.20,4.05,-0.13,-0.16,-0.73,0.10,7.59,22.06,1007.96,
7751.00,6.79,7.23,4.04,-0.13,-0.19,-0.73,0.10,7.59,22.06,1007.96,
7754.00,6.74,7.24,4.07,-0.12,-0.21,-0.72,0.10,7.59,22.06,1007.96,
7758.00,6.59,7.24,4.16,-0.11,-0.24,-0.72,0.10,7.59,22.06,1007.96,
7762.00,6.55,7.23,4.16,-0.09,-0.27,-0.70,0.10,7.59,22.06,1007.96,
7766.00,6.49,7.23,4.11,-0.08,-0.29,-0.69,0.10,7.59,22.06,1007.96,
7770.00,6.33,7.30,4.09,-0.07,-0.31,-0.68,0.10,7.59,22.06,1007.96,
7774.00,6.20,7.33,4.21,-0.06,-0.33,-0.66,0.10,7.59,22.06,1007.96,
7778.00,6.09,7.41,4.19,-0.05,-0.34,-0.63,0.10,7.59,22.06,1007.96,
7782.00,6.07,7.46,4.14,-0.04,-0.34,-0.62,0.10,7.59,22.06,1007.96,
7785.00,5.97,7.41,4.06,-0.03,-0.36,-0.59,0.10,7.59,22.06,1007.96,
7789.00,5.87,7.46,4.05,-0.02,-0.36,-0.57,0.10,7.59,22.06,1007.96,
7792.00,5.82,7.47,3.90,-0.02,-0.36,-0.54,0.10,7.59,22.06,1007.96,
7796.00,5.76,7.48,3.83,-0.01,-0.37,-0.52,0.10,7.59,22.06,1007.96,
7799.00,5.68,7.50,3.84,-0.01,-0.37,-0.49,0.10,7.59,22.06,1007.96,
7804.00,5.66,7.45,3.82,-0.01,-0.37,-0.46,0.10,7.59,22.06,1007.96,
7809.00,5.60,7.40,3.80,-0.00,-0.38,-0.43,0.10,7.59,22.06,1007.96,
7812.00,5.54,7.40,3.74,-0.00,-0.39,-0.39,0.10,7.59,22.06,1007.96,
7816.00,5.46,7.35,3.66,-0.01,-0.39,-0.36,0.10,7.59,22.06,1007.96,
7819.00,5.36,7.31,3.71,-0.02,-0.38,-0.33,0.10,7.59,22.06,1007.96,
7823.00,5.36,7.33,3.72,-0.02,-0.38,-0.30,0.10,7.59,22.06,1007.96,
7826.00,5.43,7.42,3.69,-0.03,-0.37,-0.27,0.10,7.59,22.06,1007.96,
7836.00,5.54,7.49,3.76,-0.04,-0.37,-0.21,0.10,7.59,22.06,1007.96,
7839.00,5.57,7.48,3.85,-0.05,-0.36,-0.19,0.10,7.59,22.06,1007.96,
7843.00,5.64,7.55,3.86,-0.06,-0.36,-0.17,0.10,7.59,22.06,1007.96,
7846.00,5.64,7.61,3.92,-0.07,-0.35,-0.16,0.10,7.59,22.06,1007.96,
7851.00,5.73,7.72,3.97,-0.08,-0.34,-0.16,0.10,7.59,22.06,1007.96,
7854.00,5.87,7.84,4.07,-0.09,-0.33,-0.15,0.10,7.59,22.06,1007.96,
7875.00,6.39,8.15,4.17,-0.12,-0.32,-0.23,-0.57,7.76,22.05,1008.04,
7880.00,6.52,8.19,4.20,-0.12,-0.33,-0.26,-0.57,7.76,22.05,1008.04,
7885.00,6.58,8.27,4.16,-0.11,-0.35,-0.29,-0.57,7.76,22.05,1008.04,
7888.00,6.63,8.30,4.10,-0.10,-0.36,-0.31,-0.57,7.76,22.05,1008.04,
7892.00,6.54,8.35,4.13,-0.09,-0.38,-0.34,-0.57,7.76,22.05,1008.04,
7896.00,6.51,8.40,4.11,-0.07,-0.40,-0.36,-0.57,7.76,22.05,1008.04,
7900.00,6.52,8.39,4.03,-0.06,-0.41,-0.38,-0.57,7.76,22.05,1008.04,
7903.00,6.50,8.41,4.01,-0.04,-0.42,-0.39,-0.57,7.76,22.05,1008.04,
7907.00,6.51,8.43,3.98,-0.04,-0.43,-0.41,-0.57,7.76,22.05,1008.04,
7912.00,6.44,8.47,4.05,-0.01,-0.45,-0.43,-0.57,7.76,22.05,1008.04,
7916.00,6.36,8.48,3.97,0.01,-0.46,-0.44,-0.57,7.76,22.05,1008.04,
7919.00,6.31,8.56,3.96,0.03,-0.47,-0.45,-0.57,7.76,22.05,1008.04,
7923.00,6.27,8.56,3.99,0.05,-0.48,-0.46,-0.57,7.76,22.05,1008.04,
7926.00,6.22,8.56,3.91,0.06,-0.48,-0.47,-0.57,7.76,22.05,1008.04,
7930.00,6.15,8.59,3.86,0.08,-0.49,-0.47,-0.57,7.76,22.05,1008.04,
7933.00,6.03,8.55,3.83,0.10,-0.49,-0.46,-0.57,7.76,22.05,1008.04,
7938.00,6.05,8.51,3.85,0.11,-0.50,-0.46,-0.57,7.76,22.05,1008.04,
7943.00,5.97,8.50,3.79,0.14,-0.51,-0.44,-0.57,7.76,22.05,1008.04,
7946.00,6.00,8.49,3.66,0.16,-0.51,-0.43,-0.57,7.76,22.05,1008.04,
7950.00,6.05,8.45,3.65,0.18,-0.52,-0.42,-0.57,7.76,22.05,1008.04,
7953.00,6.10,8.32,3.68,0.20,-0.54,-0.39,-0.57,7.76,22.05,1008.04,
7957.00,6.06,8.24,3.62,0.23,-0.56,-0.37,-0.57,7.76,22.05,1008.04,
7960.00,6.02,8.21,3.57,0.24,-0.58,-0.35,-0.57,7.76,22.05,1008.04,
7964.00,6.07,8.08,3.64,0.26,-0.60,-0.33,-0.57,7.76,22.05,1008.04,
7968.00,6.19,8.00,3.51,0.28,-0.62,-0.31,-0.57,7.76,22.05,1008.04,
7972.00,6.33,7.94,3.20,0.29,-0.66,-0.29,-0.57,7.76,22.05,1008.04,
7976.00,6.33,7.86,3.27,0.28,-0.69,-0.27,-0.57,7.76,22.05,1008.04,
7980.00,6.31,7.80,3.30,0.27,-0.73,-0.26,-0.57,7.76,22.05,1008.04,
7984.00,6.30,7.73,3.26,0.26,-0.75,-0.25,-0.57,7.76,22.05,1008.04,
7988.00,6.23,7.73,3.20,0.23,-0.77,-0.24,-0.57,7.76,22.05,1008.04,
7991.00,6.19,7.70,3.21,0.21,-0.79,-0.24,-0.57,7.76,22.05,1008.04,
7995.00,6.14,7.67,3.14,0.19,-0.80,-0.23,-0.57,7.76,22.05,1008.04,
7999.00,5.99,7.64,3.05,0.14,-0.81,-0.23,-0.57,7.76,22.05,1008.04,
8003.00,5.84,7.63,2.93,0.10,-0.81,-0.22,-0.57,7.76,22.05,1008.04,
8007.00,5.75,7.64,2.93,0.06,-0.81,-0.21,-0.57,7.76,22.05,1008.04,
8010.00,5.66,7.69,2.80,0.03,-0.80,-0.21,-0.57,7.76,22.05,1008.04,
8014.00,5.63,7.69,2.76,-0.02,-0.78,-0.20,-0.57,7.76,22.05,1008.04,
8017.00,5.64,7.64,2.76,-0.04,-0.77,-0.19,-0.57,7.76,22.05,1008.04,
8022.00,5.61,7.68,2.71,-0.08,-0.74,-0.18,-0.57,7.76,22.05,1008.04,
8025.00,5.60,7.74,2.80,-0.11,-0.72,-0.18,-0.57,7.76,22.05,1008.04,
8030.00,5.64,7.72,2.86,-0.13,-0.69,-0.17,-0.57,7.76,22.05,1008.04,
8034.00,5.67,7.75,2.88,-0.14,-0.68,-0.17,-0.57,7.76,22.05,1008.04,
8037.00,5.79,7.77,2.92,-0.15,-0.66,-0.17,-0.57,7.76,22.05,1008.04,
8041.00,5.88,7.79,2.95,-0.16,-0.65,-0.17,-0.57,7.76,22.05,1008.04,
8044.00,5.95,7.87,3.04,-0.16,-0.64,-0.18,-0.57,7.76,22.05,1008.04,
8048.00,6.01,7.85,3.12,-0.15,-0.64,-0.19,-0.57,7.76,22.05,1008.04,
8051.00,6.03,7.83,3.20,-0.14,-0.65,-0.20,-0.57,7.76,22.05,1008.04,
8056.00,6.09,7.87,3.15,-0.12,-0.66,-0.21,-0.57,7.76,22.05,1008.04,
8060.00,6.08,7.82,3.13,-0.10,-0.67,-0.22,-0.57,7.76,22.05,1008.04,
8064.00,6.05,7.74,3.07,-0.08,-0.68,-0.23,-0.57,7.76,22.05,1008.04,
8068.00,5.98,7.69,3.12,-0.07,-0.69,-0.23,-0.57,7.76,22.05,1008.04,
8071.00,5.84,7.65,3.11,-0.04,-0.70,-0.23,-0.57,7.76,22.05,1008.04,
8075.00,5.78,7.60,3.03,-0.02,-0.71,-0.23,-0.57,7.76,22.05,1008.04,
8079.00,5.64,7.53,2.97,0.00,-0.73,-0.22,-0.57,7.76,22.05,1008.04,
8082.00,5.50,7.48,2.99,0.02,-0.74,-0.21,-0.57,7.76,22.05,1008.04,
8087.00,5.30,7.39,3.03,0.04,-0.74,-0.19,-0.57,7.76,22.05,1008.04,
8090.00,5.21,7.37,2.98,0.05,-0.74,-0.17,-0.57,7.76,22.05,1008.04,
8094.00,5.08,7.24,2.82,0.06,-0.73,-0.15,-0.57,7.76,22.05,1008.04,
8097.00,5.01,7.16,2.71,0.06,-0.73,-0.13,-0.57,7.76,22.05,1008.04,
8101.00,4.91,7.08,2.56,0.07,-0.72,-0.11,-0.57,7.76,22.05,1008.04,
8104.00,4.78,7.04,2.52,0.06,-0.71,-0.09,-0.57,7.76,22.05,1008.04,
8109.00,4.70,6.97,2.55,0.06,-0.70,-0.06,-0.57,7.76,22.05,1008.04,
8113.00,4.64,6.90,2.39,0.06,-0.68,-0.03,-0.57,7.76,22.05,1008.04,
